index,grantee,pilot state owned real property_fy 2017,pilot state owned real property_gov rec original fy 18,pilot state owned real property_gov rec original fy 19,pilot state owned real property_gov rec revised fy 18,pilot state owned real property_gov rec revised fy 19,pilot state owned real property,pilot colleges hospitals_fy 2017,pilot colleges hospitals_gov rec original fy 18,pilot colleges hospitals_gov rec original fy 19,pilot colleges hospitals_gov rec revised fy 18,pilot colleges hospitals_gov rec revised fy 19,pilot colleges hospitals,mashantucket pequot and mohegan fund grant_fy 2017 ,mashantucket pequot and mohegan fund grant_gov rec original fy 18,mashantucket pequot and mohegan fund grant_gov rec original fy 19,mashantucket pequot and mohegan fund grant_gov rec revised fy 18,mashantucket pequot and mohegan fund grant_gov rec revised fy 19,mashantucket pequot and mohegan fund grant,town aid road grant_fy 2017,town aid road grant_gov rec original fy 18,town aid road grant_gov rec original fy 19,town aid road grant_gov rec revised fy 18,town aid road grant_gov rec revised fy 19,town aid road grant,local capital improvement locip _fy 2017,local capital improvement locip _gov rec original fy 18,local capital improvement locip _gov rec original fy 19,local capital improvement locip _gov rec revised fy 18,local capital improvement locip _gov rec revised fy 19,local capital improvement locip _30000000 0,local capital improvement locip ,local capital improvement locip ,adult education _fy 2017,adult education _gov rec original fy 18,adult education _gov rec original fy 19,adult education _gov rec revised fy 18,adult education _gov rec revised fy 19,adult education ,education cost sharing _fy 2017,education cost sharing _gov rec original fy 18,education cost sharing _gov rec original fy 19,education cost sharing _gov rec revised fy 18,education cost sharing _gov rec revised fy 19,education cost sharing _fy 18 ct mirror,education cost sharing ,special education_fy 2017,special education_gov rec original fy 18,special education_gov rec original fy 19,special education_gov rec revised fy 18,special education_gov rec revised fy 19,special education,grants for municipal projects_fy 2017,grants for municipal projects_gov rec original fy 18,grants for municipal projects_gov rec original fy 19,grants for municipal projects_gov rec revised fy 18,grants for municipal projects_gov rec revised fy 19,grants for municipal projects,mrsf municipal revenue sharing grant_fy 2017,mrsf municipal revenue sharing grant_gov rec original fy 18,mrsf municipal revenue sharing grant_gov rec original fy 19,mrsf municipal revenue sharing grant_gov rec revised fy 18,mrsf municipal revenue sharing grant_gov rec revised fy 19,mrsf municipal revenue sharing grant,mrsf additional payment in lieu of taxes _fy 2017,mrsf additional payment in lieu of taxes _gov rec original fy 18,mrsf additional payment in lieu of taxes _gov rec original fy 19,mrsf additional payment in lieu of taxes _gov rec revised fy 18,mrsf additional payment in lieu of taxes _gov rec revised fy 19,mrsf additional payment in lieu of taxes ,mrsf motor vehicle property tax grants_fy 2017,mrsf motor vehicle property tax grants_gov rec original fy 18,mrsf motor vehicle property tax grants_gov rec original fy 19,mrsf motor vehicle property tax grants_gov rec revised fy 18,mrsf motor vehicle property tax grants_gov rec revised fy 19,mrsf motor vehicle property tax grants,mrsf urban stabilization grants_fy 2017,mrsf urban stabilization grants_gov rec original fy 18,mrsf urban stabilization grants_gov rec original fy 19,mrsf urban stabilization grants_gov rec revised fy 18,mrsf urban stabilization grants_gov rec revised fy 19,mrsf urban stabilization grants,total statutory formula aid _fy 2017,total statutory formula aid _gov rec original fy 18,total statutory formula aid _gov rec original fy 19,total statutory formula aid _gov rec revised fy 18,total statutory formula aid _gov rec revised fy 19,total statutory formula aid ,less reimbursement from towns for teachers retirement_fy 2017,less reimbursement from towns for teachers retirement_gov rec original fy 18,less reimbursement from towns for teachers retirement_gov rec original fy 19,less reimbursement from towns for teachers retirement_gov rec revised fy 18,less reimbursement from towns for teachers retirement_gov rec revised fy 19,less reimbursement from towns for teachers retirement,local property tax revenue on hospital real property _fy 2017,local property tax revenue on hospital real property _gov rec original fy 18,local property tax revenue on hospital real property _gov rec original fy 19,local property tax revenue on hospital real property _gov rec revised fy 18,local property tax revenue on hospital real property _gov rec revised fy 19,local property tax revenue on hospital real property ,cumulative total_fy 2017,cumulative total_gov rec original fy 18,cumulative total_gov rec original fy 19,cumulative total_gov rec revised fy 18,cumulative total_gov rec revised fy 19,cumulative total,cumulative total_diff fy 18 gov rec vs gov rec ii,cumulative total_diff fy 19 gov rec vs comm,cumulative total,cumulative total_diff fy 18 gov rec vs fy 17,cumulative total
37,Darien,0.0,70779.19,70779.19,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6099.06,9024.45,9024.45,0.0,0.0,,339568.71,339568.71,339568.71,339568.71,339568.71,,0.0,206858.0,131637.0,206858.0,131637.0,0.00376106015285,112831.804586,,40.0,116.0,116.0,116.0,116.0,,406683.0,0.0,0.0,0.0,0.0,745457.0,,2559735.0,101525.0,101525.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,171485.0,246849.0,246849.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,923875.77,974720.35,899499.35,546542.71,471321.71,,0.0,-4584089.86959,-4733072.99461,-4498137.40162,-4498137.40162,,0.0,0.0,0.0,0.0,0.0,,923875.77,-3609369.51959,-3833573.64461,-3951594.69162,-4026815.69162,,-342225.172026,-193242.047002,,-4875470.46162,
38,Deep River,0.0,8903.59,8903.59,8903.59,8903.59,,0.0,0.0,0.0,0.0,0.0,,11448.36,16522.02,16522.02,0.0,0.0,,198413.95,198413.95,198413.95,198413.95,198413.95,,0.0,55863.0,35549.0,55863.0,35549.0,0.0010156924234,30470.7727019,,0.0,0.0,0.0,0.0,0.0,,1675092.0,744409.0,744409.0,388499.0,388499.0,1706230.0,,201977.0,560311.0,560311.0,90225.0,90225.0,,104136.269443,0.0,0.0,0.0,0.0,,93525.0,134627.0,134627.0,0.0,0.0,,1876.0,1961.0,1961.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2084491.57944,1721010.56,1700696.56,741904.54,721590.54,,0.0,-418411.56658,-432009.961138,-410566.278246,-410566.278246,,0.0,0.0,0.0,0.0,0.0,,2084491.57944,1302598.99342,1268686.59886,331338.261754,311024.261754,,-971260.731666,-957662.337108,,-1753153.31769,
39,Derby,663.0,35441.47,35441.47,35441.47,35441.47,,833361.0,16918.0,16918.0,16918.0,16918.0,,160526.52,240911.73,240911.73,0.0,0.0,,265208.98,265208.98,265208.98,265208.98,265208.98,,0.0,200762.0,127758.0,200762.0,127758.0,0.00365022362397,109506.708719,,125448.0,126334.0,126334.0,126334.0,126334.0,,7902388.0,8713428.0,8713428.0,8865385.0,8865385.0,7978570.0,,405451.0,2464113.0,2464113.0,3051732.0,3051732.0,,14728.3602647,0.0,0.0,0.0,0.0,,462718.0,400912.0,400912.0,0.0,0.0,,132817.0,138841.0,138841.0,0.0,0.0,,0.0,277089.962389,277089.962389,0.0,0.0,,0.0,0.0,0.0,558606.0,558606.0,,9897858.86026,12879960.1424,12806956.1424,13120387.45,13047383.45,,0.0,-980928.20721,-1012808.41765,-962535.635791,-962535.635791,,0.0,2981977.5006,2981977.5006,2981977.5006,2981977.5006,,9897858.86026,14881009.4358,14776125.2253,15139829.3148,15066825.3148,,258819.879029,290700.089472,,5241970.45454,
40,Durham,123.0,7497.12,7497.12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,13857.36,20344.79,20344.79,0.0,0.0,,222533.98,222533.98,222533.98,222533.98,222533.98,,0.0,96125.0,61170.0,96125.0,61170.0,0.00174772987843,52431.896353,,0.0,0.0,0.0,0.0,0.0,,3895303.0,1492738.0,1492738.0,832290.0,832290.0,3941803.0,,220725.0,1123011.0,1123011.0,350843.0,350843.0,,153897.117002,0.0,0.0,0.0,0.0,,150019.0,215949.0,215949.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,84374.2010837,84374.2010837,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4435733.457,3262573.09108,3227618.09108,1501791.98,1466836.98,,0.0,-1085539.30874,-1120819.38464,-1065185.2613,-1065185.2613,,0.0,0.0,0.0,0.0,0.0,,4435733.457,2177033.78235,2106798.70644,436606.718703,401651.718703,,-1740427.06364,-1705146.98774,,-3999126.7383,
41,East Granby,0.0,22032.59,22032.59,22032.59,22032.59,,0.0,0.0,0.0,0.0,0.0,,10186.44,14705.81,14705.81,0.0,0.0,,202110.0,202110.0,202110.0,202110.0,202110.0,,0.0,64691.0,41167.0,64691.0,41167.0,0.00117620175361,35286.0526083,,1546.0,1511.0,1511.0,1511.0,1511.0,,1439845.0,457073.0,457073.0,0.0,0.0,1477333.0,,195357.0,885065.0,885065.0,395880.0,395880.0,,537454.367947,0.0,0.0,0.0,0.0,,106222.0,152904.0,152904.0,0.0,0.0,,9474.0,9904.0,9904.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2306837.80795,1809996.4,1786472.4,686224.59,662700.59,,0.0,-770239.86438,-795272.694293,-755797.735373,-755797.735373,,0.0,0.0,0.0,0.0,0.0,,2306837.80795,1039756.53562,991199.705707,-69573.1453731,-93097.1453731,,-1109329.68099,-1084296.85108,,-2376410.95332,
42,East Haddam,8423.0,23048.6,23048.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,17829.9,27065.93,27065.93,0.0,0.0,,331211.0,331211.0,331211.0,331211.0,331211.0,,0.0,161316.0,102656.0,161316.0,102656.0,0.00293302255469,87990.6766406,,5471.0,5604.0,5604.0,5604.0,5604.0,,3686134.0,1988441.0,1988441.0,1446110.0,1446110.0,3744172.0,,394888.0,1188759.0,1188759.0,747437.0,747437.0,,1695.90922771,0.0,0.0,0.0,0.0,,186418.0,268344.0,268344.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4237182.80923,3993789.53,3935129.53,2691678.0,2633018.0,,0.0,-1016006.36886,-1049026.62112,-996956.075919,-996956.075919,,0.0,0.0,0.0,0.0,0.0,,4237182.80923,2977783.16114,2886102.90888,1694721.92408,1636061.92408,,-1283061.23706,-1250040.9848,,-2542460.88515,
43,East Hampton,49068.0,83297.07,83297.07,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,27642.78,40629.26,40629.26,0.0,0.0,,319904.0,319904.0,319904.0,319904.0,319904.0,,0.0,162008.0,103096.0,162008.0,103096.0,0.00294560439163,88368.1317489,,16980.0,15455.0,15455.0,15455.0,15455.0,,7538993.0,4274695.0,4274695.0,3331278.0,3331278.0,7618615.0,,504832.0,2127122.0,2127122.0,1555766.0,1555766.0,,18943.1465836,0.0,0.0,0.0,0.0,,263149.0,378798.0,378798.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8234679.92658,7401908.33,7342996.33,5384411.0,5325499.0,,0.0,-1528349.69616,-1578021.12939,-1499692.87833,-1499692.87833,,0.0,0.0,0.0,0.0,0.0,,8234679.92658,5873558.63384,5764975.20061,3884718.12167,3825806.12167,,-1988840.51217,-1939169.07894,,-4349961.80491,
44,East Hartford,555245.0,554538.19,554538.19,554538.19,554538.19,,487075.0,916085.0,916085.0,916085.0,916085.0,,194053.2,291227.25,291227.25,0.0,0.0,,584370.0,584370.0,584370.0,584370.0,584370.0,,0.0,818900.0,521118.0,818900.0,521118.0,0.0148891131074,446673.393222,,208572.0,217830.0,217830.0,217830.0,217830.0,,49075156.0,45770129.0,45770129.0,47347374.0,47347374.0,49384074.0,,1715569.0,7133197.0,7133197.0,8932065.0,8932065.0,,4447536.30375,0.0,0.0,0.0,0.0,,3877281.0,7036894.0,7036894.0,0.0,0.0,,205669.0,214997.0,214997.0,0.0,0.0,,0.0,3927886.0,3927886.0,0.0,0.0,,0.0,0.0,0.0,2246730.0,2246730.0,,59634957.5038,67466053.44,67168271.44,61617892.19,61320110.19,,0.0,-5716884.36438,-5902683.36096,-5609691.80616,-5609691.80616,,0.0,0.0,0.0,0.0,0.0,,59634957.5038,61749169.0756,61265588.079,56008200.3838,55710418.3838,,-5740968.69178,-5555169.6952,,-3626757.11991,
45,East Haven,240702.0,230975.76,230975.76,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,112232.34,158456.29,158456.29,0.0,0.0,,401245.0,401245.0,401245.0,401245.0,401245.0,,0.0,402972.0,256436.0,402972.0,256436.0,0.00732677455992,219803.236798,,469823.0,484517.0,484517.0,484517.0,484517.0,,19595415.0,16038809.0,16038809.0,15803172.0,15803172.0,19760486.0,,991796.0,5324804.0,5324804.0,6155377.0,6155377.0,,43500.3375072,0.0,0.0,0.0,0.0,,593493.0,1854319.0,1854319.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,9156.0,9156.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,21456410.6775,24905254.05,24758718.05,23247283.0,23100747.0,,0.0,-2282351.66229,-2356528.19301,-2239557.17882,-2239557.17882,,0.0,0.0,0.0,0.0,0.0,,21456410.6775,22622902.3877,22402189.857,21007725.8212,20861189.8212,,-1615176.56653,-1541000.0358,,-448684.856325,
46,East Lyme,862360.0,657775.31,657775.31,0.0,0.0,,40179.0,23322.0,23322.0,0.0,0.0,,211318.8,320584.67,320584.67,0.0,0.0,,320210.0,320210.0,320210.0,320210.0,320210.0,,0.0,220331.0,140211.0,220331.0,140211.0,0.00400602415444,120180.724633,,17156.0,15971.0,15971.0,15971.0,15971.0,,6918462.0,1811663.0,1811663.0,163613.0,163613.0,7046978.0,,742240.0,2074343.0,2074343.0,747325.0,747325.0,,22442.3549023,0.0,0.0,0.0,0.0,,243736.0,350852.0,350852.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8635864.1549,5795051.98,5714931.98,1467450.0,1387330.0,,0.0,-2252916.9768,-2326136.87893,-2210674.39871,-2210674.39871,,0.0,0.0,0.0,0.0,0.0,,8635864.1549,3542135.0032,3388795.10107,-743224.398708,-823344.398708,,-4285359.40191,-4212139.49977,,-9379088.55361,
47,East Windsor,57816.0,71522.25,71522.25,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,30091.38,45499.76,45499.76,0.0,0.0,,267266.0,267266.0,267266.0,267266.0,267266.0,,0.0,143619.0,91394.0,143619.0,91394.0,0.0026112584386,78337.7531581,,16217.0,15604.0,15604.0,15604.0,15604.0,,5669122.0,3194083.0,3194083.0,2767349.0,2767349.0,5734746.0,,303635.0,1928357.0,1928357.0,1953514.0,1953514.0,,295024.409663,0.0,0.0,0.0,0.0,,232457.0,334616.0,334616.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6567993.78966,6000567.01,5948342.01,5147352.0,5095127.0,,0.0,-1052181.39516,-1086377.33739,-1032452.8143,-1032452.8143,,0.0,0.0,0.0,0.0,0.0,,6567993.78966,4948385.61484,4861964.67261,4114899.1857,4062674.1857,,-833486.429138,-799290.486911,,-2453094.60396,
48,Eastford,0.0,4639.66,4639.66,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7861.26,12093.03,12093.03,0.0,0.0,,175000.0,175000.0,175000.0,175000.0,175000.0,,0.0,40888.0,26020.0,40888.0,26020.0,0.000743419290189,22302.5787057,,1795.0,2058.0,2058.0,2058.0,2058.0,,1091881.0,513753.0,513753.0,435595.0,435595.0,1077198.0,,7774.0,205399.0,205399.0,155736.0,155736.0,,54563.6199613,0.0,0.0,0.0,0.0,,23060.0,33194.0,33194.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1354160.87996,987024.69,972156.69,809277.0,794409.0,,0.0,-183495.704073,-189459.322632,-180055.128282,-180055.128282,,0.0,0.0,0.0,0.0,0.0,,1354160.87996,803528.985927,782697.367368,629221.871718,614353.871718,,-174307.114209,-168343.495651,,-724939.008243,
49,Easton,410.0,38384.77,38384.77,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6959.7,10434.38,10434.38,0.0,0.0,,228008.0,228008.0,228008.0,228008.0,228008.0,,0.0,122184.0,77753.0,122184.0,77753.0,0.00222153058483,66645.9175448,,265.0,314.0,314.0,314.0,314.0,,177907.0,14462.0,14462.0,14462.0,14462.0,233497.0,,731036.0,328098.0,328098.0,0.0,0.0,,2660.29146566,0.0,0.0,0.0,0.0,,155216.0,223430.0,223430.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,571425.991466,965315.15,920884.15,364968.0,320537.0,,0.0,-1298824.31942,-1341036.16768,-1274471.14161,-1274471.14161,,0.0,0.0,0.0,0.0,0.0,,571425.991466,-333509.169424,-420152.017679,-909503.141607,-953934.141607,,-575993.972184,-533782.123928,,-1480929.13307,
50,Ellington,96.0,5444.97,5444.97,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,29602.98,45656.48,45656.48,0.0,0.0,,336331.16,336331.16,336331.16,336331.16,336331.16,,0.0,195651.0,124505.0,195651.0,124505.0,0.0035572962127,106718.886381,,14829.0,13269.0,13269.0,13269.0,13269.0,,9684435.0,7124088.0,7124088.0,5959074.0,5959074.0,9785988.0,,492553.0,2431707.0,2431707.0,2226623.0,2226623.0,,223527.215808,0.0,0.0,0.0,0.0,,321722.0,463112.0,463112.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10610543.3558,10615259.61,10544113.61,8730948.16,8659802.16,,0.0,-1898285.58045,-1959979.9464,-1862692.40161,-1862692.40161,,0.0,0.0,0.0,0.0,0.0,,10610543.3558,8716974.02955,8584133.6636,6868255.75839,6797109.75839,,-1848718.27116,-1787023.90521,,-3742287.59741,
51,Enfield,1044614.0,786596.86,786596.86,0.0,0.0,,25375.0,0.0,0.0,0.0,0.0,,897500.34,1342216.48,1342216.48,0.0,0.0,,534033.21,534033.21,534033.21,534033.21,534033.21,,0.0,590162.0,375558.0,590162.0,375558.0,0.0107302341796,321907.025389,,96152.0,95617.0,95617.0,95617.0,95617.0,,28585010.0,23921054.0,23921054.0,22823350.0,22823350.0,28843985.0,,1323349.0,7717588.0,7717588.0,9051029.0,9051029.0,,256875.4898,0.0,0.0,0.0,0.0,,911974.0,1312766.0,1312766.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,282424.435098,282424.435098,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,32351534.0398,36582457.9851,36367853.9851,33094191.21,32879587.21,,0.0,-4254109.96857,-4392368.73211,-4174344.6801,-4174344.6801,,0.0,88567.8914,88567.8914,88567.8914,88567.8914,,32351534.0398,32416915.9079,32064053.1444,29008414.4213,28793810.4213,,-3408501.48663,-3270242.72309,,-3343119.6185,
52,Essex,78.0,6562.45,6562.45,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8263.2,12209.33,12209.33,0.0,0.0,,214805.64,214805.64,214805.64,214805.64,214805.64,,0.0,73525.0,46789.0,73525.0,46789.0,0.0013368201749,40104.6052469,,0.0,0.0,0.0,0.0,0.0,,105052.0,19798.0,19798.0,19798.0,19798.0,152830.0,,202218.0,452955.0,452955.0,0.0,0.0,,74546.640667,0.0,0.0,0.0,0.0,,74572.0,107345.0,107345.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,477317.480667,887200.42,860464.42,308128.64,281392.64,,0.0,-606580.462065,-626294.35411,-595206.974803,-595206.974803,,0.0,52063.908,52063.908,52063.908,52063.908,,477317.480667,332683.865935,286233.97389,-235014.426803,-261750.426803,,-567698.292738,-547984.400692,,-712331.90747,
53,Fairfield,137.0,23099.0,23099.0,0.0,0.0,,1997360.0,1519387.0,1519387.0,0.0,0.0,,183278.7,276419.33,276419.33,0.0,0.0,,714538.93,714538.93,714538.93,714538.93,714538.93,,0.0,683932.0,435229.0,683932.0,435229.0,0.0124351458124,373054.374372,,1758.0,1572.0,1572.0,1572.0,1572.0,,1087165.0,0.0,0.0,0.0,0.0,1586784.0,,3003183.0,2140179.0,2140179.0,0.0,0.0,,96746.5709274,0.0,0.0,0.0,0.0,,795318.0,1144842.0,1144842.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4876302.20093,6503969.26,6255266.26,1400042.93,1151339.93,,0.0,-9194607.7251,-9493432.88587,-9022207.2599,-9022207.2599,,0.0,0.0,0.0,0.0,0.0,,4876302.20093,-2690638.4651,-3238166.62587,-7622164.3299,-7870867.3299,,-4931525.8648,-4632700.70403,,-12498466.5308,
54,Farmington,3134814.0,2526231.38,2526231.38,2526231.38,2526231.38,,29691.0,19650.0,19650.0,19650.0,19650.0,,19665.36,30222.54,30222.54,0.0,0.0,,373437.9,373437.9,373437.9,373437.9,373437.9,,0.0,252085.0,160417.0,252085.0,160417.0,0.00458337046975,137501.114093,,3522.0,3747.0,3747.0,3747.0,3747.0,,1095080.0,0.0,0.0,0.0,0.0,1290861.0,,645188.0,989645.0,989645.0,0.0,0.0,,545804.195637,0.0,0.0,0.0,0.0,,335287.0,482637.0,482637.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5537301.45564,4677655.82,4585987.82,3175151.28,3083483.28,,0.0,-3343849.95483,-3452525.22736,-3281152.19708,-3281152.19708,,0.0,0.0,0.0,0.0,0.0,,5537301.45564,1333805.86517,1133462.59264,-106000.917079,-197668.917079,,-1439806.78225,-1331131.50972,,-5643302.37272,
55,Franklin,5944.0,11261.63,11261.63,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,10150.14,14960.33,14960.33,0.0,0.0,,129326.55,129326.55,129326.55,129326.55,129326.55,,0.0,32585.0,20736.0,32585.0,20736.0,0.000592455428752,17773.6628626,,2969.0,2966.0,2966.0,2966.0,2966.0,,923278.0,306322.0,306322.0,163782.0,163782.0,931461.0,,29692.0,168561.0,168561.0,108624.0,108624.0,,23080.3144864,0.0,0.0,0.0,0.0,,26309.0,37871.0,37871.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1121057.00449,703853.51,692004.51,437283.55,425434.55,,0.0,-193209.125772,-199488.430968,-189586.421665,-189586.421665,,0.0,0.0,0.0,0.0,0.0,,1121057.00449,510644.384228,492516.079032,247697.128335,235848.128335,,-262947.255893,-256667.950697,,-873359.876151,
56,Glastonbury,0.0,31130.88,31130.88,0.0,0.0,,7.0,896.0,896.0,0.0,0.0,,27475.14,40753.82,40753.82,0.0,0.0,,460888.26,460888.26,460888.26,460888.26,460888.26,,0.0,374757.0,238481.0,374757.0,238481.0,0.00681377379508,204413.213852,,6077.0,5665.0,5665.0,5665.0,5665.0,,6654380.0,148478.0,148478.0,0.0,0.0,6907394.0,,1139048.0,1949511.0,1949511.0,0.0,0.0,,240798.908281,0.0,0.0,0.0,0.0,,754546.0,1086151.0,1086151.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1165732.51147,1165732.51147,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8144172.30828,5263963.47147,5127687.47147,841310.26,705034.26,,0.0,-5098540.89759,-5264243.70395,-5002942.38498,-5002942.38498,,0.0,0.0,0.0,0.0,0.0,,8144172.30828,165422.573883,-136556.232474,-4161632.12498,-4297908.12498,,-4327054.69886,-4161351.8925,,-12305804.4333,
57,Goshen,408.0,10380.4,10380.4,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6943.86,10357.46,10357.46,0.0,0.0,,276837.7,276837.7,276837.7,276837.7,276837.7,,0.0,78193.0,49759.0,78193.0,49759.0,0.00142169302871,42650.7908612,,0.0,0.0,0.0,0.0,0.0,,82025.0,36100.0,36100.0,36100.0,36100.0,104130.0,,39276.0,139307.0,139307.0,0.0,0.0,,2647.53227398,0.0,0.0,0.0,0.0,,30286.0,43596.0,43596.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,399148.092274,594771.56,566337.56,391130.7,362696.7,,0.0,-322063.861113,-332530.95095,-316025.108711,-316025.108711,,0.0,0.0,0.0,0.0,0.0,,399148.092274,272707.698887,233806.60905,75105.5912886,46671.5912886,,-197602.107599,-187135.017762,,-324042.500985,
58,Granby,50.0,8141.8,8141.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15821.52,24043.35,24043.35,0.0,0.0,,259525.82,259525.82,259525.82,259525.82,259525.82,,0.0,147015.0,93555.0,147015.0,93555.0,0.00267300398521,80190.1195562,,2478.0,2406.0,2406.0,2406.0,2406.0,,5510220.0,3983851.0,3983851.0,3102880.0,3102880.0,5584558.0,,141005.0,850412.0,850412.0,0.0,0.0,,35332.3282989,0.0,0.0,0.0,0.0,,244839.0,352440.0,352440.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,345233.612613,345233.612613,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6068266.6683,5973068.58261,5919608.58261,3511826.82,3458366.82,,0.0,-1514998.05744,-1564235.56181,-1486591.58512,-1486591.58512,,0.0,0.0,0.0,0.0,0.0,,6068266.6683,4458070.52517,4355373.0208,2025235.23488,1971775.23488,,-2432835.29029,-2383597.78591,,-4043031.43341,
59,Greenwich,0.0,12922.66,12922.66,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,61586.58,92423.36,92423.36,0.0,0.0,,748740.6,748740.6,748740.6,748740.6,748740.6,,0.0,586604.0,373293.0,586604.0,373293.0,0.0106655431741,319966.295222,,0.0,0.0,0.0,0.0,0.0,,136859.0,0.0,0.0,0.0,0.0,1388300.0,,1204298.0,0.0,0.0,0.0,0.0,,89021.94363,0.0,0.0,0.0,0.0,,366588.0,527695.0,527695.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1402796.12363,1968385.62,1755074.62,1335344.6,1122033.6,,0.0,-10053426.9375,-10380163.7609,-9864923.46536,-9864923.46536,,0.0,2874444.54885,2874444.54885,2874444.54885,2874444.54885,,1402796.12363,-5210596.76862,-5750644.59206,-5655134.31651,-5868445.31651,,-444537.547891,-117800.724455,,-7057930.44014,
60,Griswold,17108.0,39510.45,39510.45,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,57312.42,86843.55,86843.55,0.0,0.0,,192108.95,192108.95,192108.95,192108.95,192108.95,,0.0,173464.0,110386.0,173464.0,110386.0,0.00315389561126,94616.8683379,,51728.0,50755.0,50755.0,50755.0,50755.0,,10775767.0,8777501.0,8777501.0,8629269.0,8629269.0,10842428.0,,435553.0,3177635.0,3177635.0,3875197.0,3875197.0,,31894.7894066,0.0,0.0,0.0,0.0,,243727.0,350840.0,350840.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11369646.1594,12848657.95,12785579.95,12920793.95,12857715.95,,0.0,-1349780.13114,-1393648.04555,-1324471.52315,-1324471.52315,,0.0,0.0,0.0,0.0,0.0,,11369646.1594,11498877.8189,11391931.9045,11596322.4268,11533244.4268,,97444.6079887,141312.522395,,226676.267442,
