index,grantee,pilot state owned real property_fy 2017,pilot state owned real property_gov rec original fy 18,pilot state owned real property_gov rec original fy 19,pilot state owned real property_gov rec revised fy 18,pilot state owned real property_gov rec revised fy 19,pilot state owned real property,pilot colleges hospitals_fy 2017,pilot colleges hospitals_gov rec original fy 18,pilot colleges hospitals_gov rec original fy 19,pilot colleges hospitals_gov rec revised fy 18,pilot colleges hospitals_gov rec revised fy 19,pilot colleges hospitals,mashantucket pequot and mohegan fund grant_fy 2017 ,mashantucket pequot and mohegan fund grant_gov rec original fy 18,mashantucket pequot and mohegan fund grant_gov rec original fy 19,mashantucket pequot and mohegan fund grant_gov rec revised fy 18,mashantucket pequot and mohegan fund grant_gov rec revised fy 19,mashantucket pequot and mohegan fund grant,town aid road grant_fy 2017,town aid road grant_gov rec original fy 18,town aid road grant_gov rec original fy 19,town aid road grant_gov rec revised fy 18,town aid road grant_gov rec revised fy 19,town aid road grant,local capital improvement locip _fy 2017,local capital improvement locip _gov rec original fy 18,local capital improvement locip _gov rec original fy 19,local capital improvement locip _gov rec revised fy 18,local capital improvement locip _gov rec revised fy 19,local capital improvement locip _30000000 0,local capital improvement locip ,local capital improvement locip ,adult education _fy 2017,adult education _gov rec original fy 18,adult education _gov rec original fy 19,adult education _gov rec revised fy 18,adult education _gov rec revised fy 19,adult education ,education cost sharing _fy 2017,education cost sharing _gov rec original fy 18,education cost sharing _gov rec original fy 19,education cost sharing _gov rec revised fy 18,education cost sharing _gov rec revised fy 19,education cost sharing _fy 18 ct mirror,education cost sharing ,special education_fy 2017,special education_gov rec original fy 18,special education_gov rec original fy 19,special education_gov rec revised fy 18,special education_gov rec revised fy 19,special education,grants for municipal projects_fy 2017,grants for municipal projects_gov rec original fy 18,grants for municipal projects_gov rec original fy 19,grants for municipal projects_gov rec revised fy 18,grants for municipal projects_gov rec revised fy 19,grants for municipal projects,mrsf municipal revenue sharing grant_fy 2017,mrsf municipal revenue sharing grant_gov rec original fy 18,mrsf municipal revenue sharing grant_gov rec original fy 19,mrsf municipal revenue sharing grant_gov rec revised fy 18,mrsf municipal revenue sharing grant_gov rec revised fy 19,mrsf municipal revenue sharing grant,mrsf additional payment in lieu of taxes _fy 2017,mrsf additional payment in lieu of taxes _gov rec original fy 18,mrsf additional payment in lieu of taxes _gov rec original fy 19,mrsf additional payment in lieu of taxes _gov rec revised fy 18,mrsf additional payment in lieu of taxes _gov rec revised fy 19,mrsf additional payment in lieu of taxes ,mrsf motor vehicle property tax grants_fy 2017,mrsf motor vehicle property tax grants_gov rec original fy 18,mrsf motor vehicle property tax grants_gov rec original fy 19,mrsf motor vehicle property tax grants_gov rec revised fy 18,mrsf motor vehicle property tax grants_gov rec revised fy 19,mrsf motor vehicle property tax grants,mrsf urban stabilization grants_fy 2017,mrsf urban stabilization grants_gov rec original fy 18,mrsf urban stabilization grants_gov rec original fy 19,mrsf urban stabilization grants_gov rec revised fy 18,mrsf urban stabilization grants_gov rec revised fy 19,mrsf urban stabilization grants,total statutory formula aid _fy 2017,total statutory formula aid _gov rec original fy 18,total statutory formula aid _gov rec original fy 19,total statutory formula aid _gov rec revised fy 18,total statutory formula aid _gov rec revised fy 19,total statutory formula aid ,less reimbursement from towns for teachers retirement_fy 2017,less reimbursement from towns for teachers retirement_gov rec original fy 18,less reimbursement from towns for teachers retirement_gov rec original fy 19,less reimbursement from towns for teachers retirement_gov rec revised fy 18,less reimbursement from towns for teachers retirement_gov rec revised fy 19,less reimbursement from towns for teachers retirement,local property tax revenue on hospital real property _fy 2017,local property tax revenue on hospital real property _gov rec original fy 18,local property tax revenue on hospital real property _gov rec original fy 19,local property tax revenue on hospital real property _gov rec revised fy 18,local property tax revenue on hospital real property _gov rec revised fy 19,local property tax revenue on hospital real property ,cumulative total_fy 2017,cumulative total_gov rec original fy 18,cumulative total_gov rec original fy 19,cumulative total_gov rec revised fy 18,cumulative total_gov rec revised fy 19,cumulative total,cumulative total_diff fy 18 gov rec vs gov rec ii,cumulative total_diff fy 19 gov rec vs comm,cumulative total,cumulative total_diff fy 18 gov rec vs fy 17,cumulative total
132,South Windsor,78.0,8115.38,8115.38,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,35871.66,55258.15,55258.15,0.0,0.0,,380283.0,380283.0,380283.0,380283.0,380283.0,,0.0,300069.0,190953.0,300069.0,190953.0,0.00545580813411,163674.244023,,12360.0,9956.0,9956.0,9956.0,9956.0,,12826469.0,5943786.0,5943786.0,3571609.0,3571609.0,12997293.0,,1258547.0,3706840.0,3706840.0,1877727.0,1877727.0,,1338190.40318,0.0,0.0,0.0,0.0,,558715.0,804258.0,804258.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,830111.0,830111.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,15151967.0632,12038676.53,11929560.53,6139644.0,6030528.0,,0.0,-3591177.8784,-3707891.31947,-3523842.67984,-3523842.67984,,0.0,0.0,0.0,0.0,0.0,,15151967.0632,8447498.6516,8221669.21053,2615801.32016,2506685.32016,,-5831697.33144,-5714983.89037,,-12536165.743,
133,Southbury,171469.0,185859.1,185859.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,24879.36,37443.12,37443.12,0.0,0.0,,378106.0,378106.0,378106.0,378106.0,378106.0,,0.0,238687.0,151891.0,238687.0,151891.0,0.00433977010657,130193.103197,,0.0,0.0,0.0,0.0,0.0,,3458266.0,1867610.0,1867610.0,304008.0,304008.0,3601683.0,,1097115.0,2089274.0,2089274.0,0.0,0.0,,20981.4274548,0.0,0.0,0.0,0.0,,404731.0,582601.0,582601.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4458432.78745,5379580.22,5292784.22,920801.0,834005.0,,0.0,-2179715.05289,-2250555.88923,-2138845.02337,-2138845.02337,,0.0,0.0,0.0,0.0,0.0,,4458432.78745,3199865.16711,3042228.33077,-1218044.02337,-1304840.02337,,-4417909.19048,-4347068.35414,,-5676476.81083,
134,Southington,0.0,16783.43,16783.43,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,83235.24,122490.62,122490.62,0.0,0.0,,524917.0,524917.0,524917.0,524917.0,524917.0,,0.0,519123.0,330351.0,519123.0,330351.0,0.00943861407212,283158.422163,,13020.0,15104.0,15104.0,15104.0,15104.0,,20268059.0,15070518.0,15070518.0,12019504.0,12019504.0,20551555.0,,2187298.0,8360766.0,8360766.0,7404816.0,7404816.0,,820794.547827,0.0,0.0,0.0,0.0,,889821.0,1280877.0,1280877.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,22599846.7878,25910579.05,25721807.05,20483464.0,20294692.0,,0.0,-4547523.41316,-4695318.12672,-4462256.57249,-4462256.57249,,0.0,486210.7068,486210.7068,486210.7068,486210.7068,,22599846.7878,21849266.3436,21512699.6301,16507418.1343,16318646.1343,,-5341848.20933,-5194053.49577,,-6092428.65352,
135,Sprague,366.0,7383.86,7383.86,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,17321.7,25322.52,25322.52,0.0,0.0,,151416.52,151416.52,151416.52,151416.52,151416.52,,0.0,48126.0,30626.0,48126.0,30626.0,0.000875019486393,26250.5845918,,16071.0,15783.0,15783.0,15783.0,15783.0,,2612273.0,2380089.0,2380089.0,2371417.0,2371417.0,2629278.0,,123752.0,814866.0,814866.0,989833.0,989833.0,,386528.016075,0.0,0.0,0.0,0.0,,89456.0,128769.0,128769.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3273432.23607,3571755.9,3554255.9,3576575.52,3559075.52,,0.0,-283601.513312,-292818.575132,-278283.936501,-278283.936501,,0.0,0.0,0.0,0.0,0.0,,3273432.23607,3288154.38669,3261437.32487,3298291.5835,3280791.5835,,10137.1968111,19354.2586307,,24859.3474242,
136,Stafford,4404.0,33723.85,33723.85,0.0,0.0,,213778.0,0.0,0.0,0.0,0.0,,61485.6,92111.97,92111.97,0.0,0.0,,392749.38,392749.38,392749.38,392749.38,392749.38,,0.0,203879.0,129741.0,203879.0,129741.0,0.00370689643574,111206.893072,,26296.0,25081.0,25081.0,25081.0,25081.0,,9790490.0,6877457.0,6877457.0,6543109.0,6543109.0,9855238.0,,463404.0,2585107.0,2585107.0,3100805.0,3100805.0,,437916.723839,0.0,0.0,0.0,0.0,,243095.0,349930.0,349930.0,0.0,0.0,,41189.0,43057.0,43057.0,0.0,0.0,,0.0,134196.06007,134196.06007,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11211403.7038,10737292.2601,10663154.2601,10265623.38,10191485.38,,0.0,-1295534.79741,-1337639.73605,-1271243.29869,-1271243.29869,,0.0,725410.0707,725410.0707,725410.0707,725410.0707,,11211403.7038,10167167.5334,10050924.5947,9719790.15201,9645652.15201,,-447377.381353,-405272.44271,,-1491613.55183,
137,Stamford,1065042.0,1117123.33,1117123.33,1117123.33,1117123.33,,1837777.0,0.0,0.0,0.0,0.0,,583461.78,875635.06,875635.06,0.0,0.0,,1228785.32,1228785.32,1228785.32,1228785.32,1228785.32,,0.0,1544724.0,983006.0,1544724.0,983006.0,0.0280859327827,842577.98348,,333828.0,329862.0,329862.0,329862.0,329862.0,,10803759.0,16246944.0,16246944.0,17855524.0,17855524.0,11086925.0,,4117418.0,6381603.0,6381603.0,0.0,0.0,,416142.099968,0.0,0.0,0.0,0.0,,2372358.0,3414955.0,3414955.0,0.0,0.0,,528332.0,552292.0,552292.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1114110.0,1114110.0,,19169485.2,31691923.71,31130205.71,23190128.65,22628410.65,,0.0,-14188331.3765,-14649452.7784,-13922297.7399,-13922297.7399,,0.0,8336324.4208,8336324.4208,8336324.4208,8336324.4208,,19169485.2,25839916.7543,24817077.3524,17604155.3309,17042437.3309,,-8235761.42346,-7774640.02151,,-1565329.86908,
138,Sterling,131.0,3483.31,3483.31,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,22050.6,34248.55,34248.55,0.0,0.0,,191883.71,191883.71,191883.71,191883.71,191883.71,,0.0,76310.0,48561.0,76310.0,48561.0,0.00138745661403,41623.6984208,,11283.0,11144.0,11144.0,11144.0,11144.0,,3196216.0,2525215.0,2525215.0,2415842.0,2415842.0,3217683.0,,186692.0,1201946.0,1201946.0,1471745.0,1471745.0,,24397.7010276,0.0,0.0,0.0,0.0,,77037.0,110893.0,110893.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,3522999.01103,4155123.57,4127374.57,4166924.71,4139175.71,,0.0,-294708.17502,-304286.20384,-289182.346405,-289182.346405,,0.0,0.0,0.0,0.0,0.0,,3522999.01103,3860415.39498,3823088.36616,3877742.3636,3849993.3636,,17326.968615,26904.997435,,354743.352567,
139,Stonington,0.0,13882.54,13882.54,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,21817.62,31250.79,31250.79,0.0,0.0,,297858.78,297858.78,297858.78,297858.78,297858.78,,0.0,201180.0,128024.0,201180.0,128024.0,0.0036578236353,109734.709059,,8095.0,8228.0,8228.0,8228.0,8228.0,,1649159.0,0.0,0.0,0.0,0.0,1522834.0,,816356.0,1196800.0,1196800.0,0.0,0.0,,100331.90379,0.0,0.0,0.0,0.0,,202888.0,292053.0,292053.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2280150.30379,2041253.11,1968097.11,507266.78,434110.78,,0.0,-1775660.41401,-1833369.45659,-1742366.47798,-1742366.47798,,0.0,0.0,0.0,0.0,0.0,,2280150.30379,265592.69599,134727.653413,-1235099.69798,-1308255.69798,,-1500692.39397,-1442983.35139,,-3515250.00177,
140,Stratford,122285.0,256082.28,256082.28,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,106101.6,169373.68,169373.68,0.0,0.0,,602309.35,602309.35,602309.35,602309.35,602309.35,,0.0,719273.0,457719.0,719273.0,457719.0,0.0130777104068,392331.312203,,111908.0,113549.0,113549.0,113549.0,113549.0,,21461782.0,19204491.0,19204491.0,16457136.0,16457136.0,21761330.0,,2042798.0,9326861.0,9326861.0,8718880.0,8718880.0,,3507688.92814,0.0,0.0,0.0,0.0,,1130316.0,1627064.0,1627064.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1325914.60399,1325914.60399,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,27042390.8781,33344917.914,33083363.914,26611147.35,26349593.35,,0.0,-5413087.26777,-5589012.84517,-5311590.95699,-5311590.95699,,0.0,0.0,0.0,0.0,0.0,,27042390.8781,27931830.6462,27494351.0688,21299556.393,21038002.393,,-6632274.25321,-6456348.67581,,-5742834.48514,
141,Suffield,2426766.0,2160237.63,2160237.63,2160237.63,2160237.63,,0.0,0.0,0.0,0.0,0.0,,1867955.1,2802224.22,2802224.22,0.0,0.0,,290620.17,290620.17,290620.17,290620.17,290620.17,,0.0,169810.0,108061.0,169810.0,108061.0,0.00308745914858,92623.7744573,,8075.0,8139.0,8139.0,8139.0,8139.0,,6221145.0,4814697.0,4814697.0,3766677.0,3766677.0,6326270.0,,729389.0,2427739.0,2427739.0,2045015.0,2045015.0,,180662.711353,0.0,0.0,0.0,0.0,,321763.0,463170.0,463170.0,0.0,0.0,,51434.0,53767.0,53767.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11368420.9814,13190404.02,13128655.02,8440498.8,8378749.8,,0.0,-1860798.618,-1921274.656,-1825908.32611,-1825908.32611,,0.0,0.0,0.0,0.0,0.0,,11368420.9814,11329605.402,11207380.364,6614590.47389,6552841.47389,,-4715014.92811,-4654538.89011,,-4753830.50746,
142,Thomaston,5728.0,23487.39,23487.39,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,26481.18,37095.3,37095.3,0.0,0.0,,222723.94,222723.94,222723.94,222723.94,222723.94,,0.0,96855.0,61635.0,96855.0,61635.0,0.00176100262549,52830.0787648,,11023.0,11138.0,11138.0,11138.0,11138.0,,5624815.0,3861204.0,3861204.0,3580402.0,3580402.0,5667835.0,,394559.0,1689014.0,1689014.0,1861312.0,1861312.0,,395345.680793,0.0,0.0,0.0,0.0,,158888.0,228716.0,228716.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,100617.120809,100617.120809,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6445004.80079,6270850.75081,6235630.75081,5772430.94,5737210.94,,0.0,-751201.190323,-775615.262481,-737116.039706,-737116.039706,,0.0,0.0,0.0,0.0,0.0,,6445004.80079,5519649.56049,5460015.48833,5035314.90029,5000094.90029,,-484334.660192,-459920.588034,,-1409689.9005,
143,Thompson,41.0,7824.47,7824.47,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,41943.0,62808.03,62808.03,0.0,0.0,,252983.5,252983.5,252983.5,252983.5,252983.5,,0.0,162242.0,103245.0,162242.0,103245.0,0.00294985894343,88495.7683028,,47732.0,47434.0,47434.0,47434.0,47434.0,,7534704.0,4742713.0,4742713.0,4569222.0,4569222.0,7548751.0,,538661.0,2006740.0,2006740.0,2307888.0,2307888.0,,76732.7155085,0.0,0.0,0.0,0.0,,114582.0,164939.0,164939.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,8068718.21551,7447684.0,7388687.0,7339769.5,7280772.5,,0.0,-769108.58829,-794104.65168,-754687.670903,-754687.670903,,0.0,7388.01,7388.01,7388.01,7388.01,,8068718.21551,6685963.42171,6601970.35832,6592469.8391,6533472.8391,,-93493.582613,-68497.519223,,-1476248.37641,
144,Tolland,0.0,34244.94,34244.94,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,22996.38,35162.84,35162.84,0.0,0.0,,338796.04,338796.04,338796.04,338796.04,338796.04,,0.0,212879.0,135468.0,212879.0,135468.0,0.00387053304334,116115.9913,,8984.0,8436.0,8436.0,8436.0,8436.0,,10699177.0,5677712.0,5677712.0,4436183.0,4436183.0,10789085.0,,1184561.0,2544025.0,2544025.0,1516630.0,1516630.0,,85064.4676767,0.0,0.0,0.0,0.0,,303971.0,437559.0,437559.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,11458988.8877,9288814.82,9211403.82,6512924.04,6435513.04,,0.0,-1934215.42524,-1997077.51275,-1897948.55567,-1897948.55567,,0.0,0.0,0.0,0.0,0.0,,11458988.8877,7354599.39476,7214326.30725,4614975.48433,4537564.48433,,-2739623.91043,-2676761.82292,,-6844013.40335,
145,Torrington,96492.0,195203.71,195203.71,0.0,0.0,,238519.0,0.0,0.0,0.0,0.0,,189815.34,289269.05,289269.05,0.0,0.0,,460205.46,460205.46,460205.46,460205.46,460205.46,,0.0,474983.0,302262.0,474983.0,302262.0,0.00863606742105,259082.022631,,126439.0,129092.0,129092.0,129092.0,129092.0,,24482865.0,23108267.0,23108267.0,23419246.0,23419246.0,24691901.0,,1585693.0,9581098.0,9581098.0,11489943.0,11489943.0,,605344.96362,0.0,0.0,0.0,0.0,,2435109.0,1133394.0,1133394.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1024732.43683,1024732.43683,0.0,0.0,,0.0,0.0,0.0,1421134.0,1421134.0,,28634789.7636,36396244.6568,36223523.6568,37394603.46,37221882.46,,0.0,-3250447.96157,-3356087.66515,-3189501.50714,-3189501.50714,,0.0,1120108.23,1120108.23,1120108.23,1120108.23,,28634789.7636,34265904.9253,33987544.2217,35325210.1829,35152489.1829,,1059305.2576,1164944.96118,,6690420.41924,
146,Trumbull,0.0,56065.52,56065.52,0.0,0.0,,3260.0,8459.0,8459.0,0.0,0.0,,32961.06,49633.03,49633.03,0.0,0.0,,464097.56,464097.56,464097.56,464097.56,464097.56,,0.0,450787.0,286864.0,450787.0,286864.0,0.00819613949243,245884.184773,,13226.0,15259.0,15259.0,15259.0,15259.0,,3418401.0,0.0,0.0,0.0,0.0,3696831.0,,885322.0,2535858.0,2535858.0,0.0,0.0,,189309.190249,0.0,0.0,0.0,0.0,,745325.0,1072878.0,1072878.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,48360.687103,48360.687103,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,4866579.81025,4701397.7971,4537474.7971,930143.56,766220.56,,0.0,-5476967.8047,-5654969.5024,-5374273.72295,-5374273.72295,,0.0,0.0,0.0,0.0,0.0,,4866579.81025,-775570.007597,-1117494.7053,-4444130.16295,-4608053.16295,,-3668560.15535,-3490558.45765,,-9310709.9732,
147,Union,25513.0,18501.55,18501.55,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,14152.38,21239.67,21239.67,0.0,0.0,,124718.72,124718.72,124718.72,124718.72,124718.72,,0.0,27446.0,17466.0,27446.0,17466.0,0.00049901892581,14970.5677743,,1809.0,1562.0,1562.0,1562.0,1562.0,,237166.0,109774.0,109774.0,52162.0,52162.0,242945.0,,9079.0,106932.0,106932.0,73700.0,73700.0,,0.0,0.0,0.0,0.0,0.0,,17283.0,24878.0,24878.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,420642.1,435051.94,425071.94,279588.72,269608.72,,0.0,-84702.9346282,-87455.7837779,-83114.7401375,-83114.7401375,,0.0,0.0,0.0,0.0,0.0,,420642.1,350349.005372,337616.156222,196473.979863,186493.979863,,-153875.025509,-151122.17636,,-224168.120137,
148,Vernon,113496.0,147623.73,147623.73,0.0,0.0,,317760.0,0.0,0.0,0.0,0.0,,104883.24,156412.26,156412.26,0.0,0.0,,401695.8,401695.8,401695.8,401695.8,401695.8,,0.0,384143.0,244455.0,384143.0,244455.0,0.00698442859497,209532.857849,,231815.0,227337.0,227337.0,227337.0,227337.0,,19250233.0,17164230.0,17164230.0,16890984.0,16890984.0,19415073.0,,1086047.0,6105882.0,6105882.0,6985543.0,6985543.0,,151598.335967,0.0,0.0,0.0,0.0,,641027.0,922743.0,922743.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,839213.731687,839213.731687,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,21212508.376,26349280.5217,26209592.5217,24889702.8,24750014.8,,0.0,-2884556.16372,-2978304.36757,-2830470.243,-2830470.243,,0.0,1128892.0275,1128892.0275,0.0,0.0,,21212508.376,24593616.3855,24360180.1816,22059232.557,21919544.557,,-2534383.82846,-2440635.62461,,846724.181037,
149,Voluntown,71479.0,143029.62,143029.62,0.0,0.0,,56167.0,60000.0,60000.0,0.0,0.0,,58281.3,87466.12,87466.12,0.0,0.0,,172315.31,172315.31,172315.31,172315.31,172315.31,,0.0,44617.0,28393.0,44617.0,28393.0,0.000811219391273,24336.5817382,,7822.0,7786.0,7786.0,7786.0,7786.0,,2502621.0,1292058.0,1292058.0,1165563.0,1165563.0,2467163.0,,35111.0,616948.0,616948.0,666365.0,666365.0,,2002.12982807,0.0,0.0,0.0,0.0,,33914.0,48818.0,48818.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,2904601.73983,2473038.05,2456814.05,2056646.31,2040422.31,,0.0,-295378.564761,-304978.381277,-289840.166223,-289840.166223,,0.0,0.0,0.0,0.0,0.0,,2904601.73983,2177659.48524,2151835.66872,1766806.14378,1750582.14378,,-410853.341463,-401253.524946,,-1137795.59605,
150,Wallingford,0.0,39961.99,39961.99,39961.99,39961.99,,152586.0,2436.0,2436.0,2436.0,2436.0,,103014.78,151702.66,151702.66,0.0,0.0,,540756.6,540756.6,540756.6,540756.6,540756.6,,0.0,526335.0,334940.0,526335.0,334940.0,0.00956974154034,287092.24621,,262909.0,265405.0,265405.0,265405.0,265405.0,,21301522.0,11109557.0,11109557.0,8129335.0,8129335.0,21592105.0,,1960084.0,7273968.0,7273968.0,5607169.0,5607169.0,,1948455.09846,0.0,0.0,0.0,0.0,,919984.0,1324296.0,1324296.0,0.0,0.0,,58914.0,61586.0,61586.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,25288141.4785,21296004.25,21104609.25,15111398.59,14920003.59,,0.0,-5230018.40697,-5399994.23824,-5131954.6686,-5131954.6686,,0.0,1132844.387,1132844.387,1132844.387,1132844.387,,25288141.4785,17198830.23,16837459.3988,11112288.3084,10920893.3084,,-6086541.92163,-5916566.09036,,-14175853.1701,
151,Warren,9522.0,2499.75,2499.75,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5413.98,8125.39,8125.39,0.0,0.0,,181587.8,181587.8,181587.8,181587.8,181587.8,,0.0,39856.0,25363.0,39856.0,25363.0,0.00072465562585,21739.6687755,,0.0,0.0,0.0,0.0,0.0,,33205.0,15900.0,15900.0,15900.0,15900.0,47032.0,,17165.0,60883.0,60883.0,0.0,0.0,,288.145078814,0.0,0.0,0.0,0.0,,11006.0,15842.0,15842.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,241022.925079,324693.94,310200.94,237343.8,222850.8,,0.0,-140733.788049,-145307.642432,-138095.005487,-138095.005487,,0.0,0.0,0.0,0.0,0.0,,241022.925079,183960.151951,164893.297568,99248.7945127,84755.7945127,,-84711.3574381,-80137.5030555,,-141774.130566,
152,Washington,6117.0,17485.8,17485.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,5769.06,8526.37,8526.37,0.0,0.0,,329965.15,329965.15,329965.15,329965.15,329965.15,,0.0,95183.0,60571.0,95183.0,60571.0,0.00173060258017,51918.0774051,,0.0,0.0,0.0,0.0,0.0,,50646.0,29500.0,29500.0,29500.0,29500.0,92414.0,,24327.0,49444.0,49444.0,0.0,0.0,,158.426630049,0.0,0.0,0.0,0.0,,25496.0,36701.0,36701.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,418151.63663,566805.32,532193.32,454648.15,420036.15,,0.0,-423137.623765,-436889.615392,-415203.721052,-415203.721052,,0.0,0.0,0.0,0.0,0.0,,418151.63663,143667.696235,95303.7046077,39444.4289482,4832.42894817,,-104223.267286,-90471.2756596,,-378707.207682,
153,Waterbury,3896947.0,3623449.43,3623449.43,3623449.43,3623449.43,,5404535.0,0.0,0.0,0.0,0.0,,1923983.16,2887434.95,2887434.95,0.0,0.0,,1072044.88,1072044.88,1072044.88,1072044.88,1072044.88,,0.0,2387262.0,1519166.0,2387262.0,1519166.0,0.043404828349,1302144.85047,,1910140.0,1894809.0,1894809.0,1894809.0,1894809.0,,133606066.0,138981879.0,138981879.0,151411882.0,151411882.0,134105460.0,,2347228.0,32725183.0,32725183.0,42084943.0,42084943.0,,2516158.32009,0.0,0.0,0.0,0.0,,13438542.0,5595448.0,5595448.0,0.0,0.0,,3141669.0,3284145.0,3284145.0,0.0,0.0,,0.0,11801968.3049,11801968.3049,0.0,0.0,,0.0,0.0,0.0,6211019.0,6211019.0,,166910085.36,204253623.565,203385527.565,208685409.31,207817313.31,,0.0,-12291680.3394,-12691160.4981,-12061209.2337,-12061209.2337,,0.0,19073459.8746,19073459.8746,19073459.8746,19073459.8746,,166910085.36,211035403.1,209767826.941,215697659.951,214829563.951,,4662256.85081,5061737.00954,,48787574.5908,
154,Waterford,122408.0,182356.65,182356.65,0.0,0.0,,61523.0,16417.0,16417.0,0.0,0.0,,28116.66,42167.34,42167.34,0.0,0.0,,320698.02,320698.02,320698.02,320698.02,320698.02,,0.0,216518.0,137784.0,216518.0,137784.0,0.00393669677835,118100.90335,,12576.0,11697.0,11697.0,11697.0,11697.0,,321279.0,0.0,0.0,0.0,0.0,467790.0,,734706.0,1138073.0,1138073.0,0.0,0.0,,34255.2398678,0.0,0.0,0.0,0.0,,259091.0,372956.0,372956.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,1159946.91987,2300883.01,2222149.01,548913.02,470179.02,,0.0,-2383220.19579,-2460674.95835,-2338534.41009,-2338534.41009,,0.0,463619.85904,463619.85904,463619.85904,463619.85904,,1159946.91987,381282.67325,225093.910693,-1326001.53105,-1404735.53105,,-1707284.2043,-1629829.44174,,-2485948.45091,
